"","analysis_variable_name","rownames_situations","discrim_lessrespectcross_country_OR_UK","discrim_lessrespectCI1_UK","discrim_lessrespectCI2_UK","discrim_lessrespectcross_country_OR_USA","discrim_lessrespectCI1_USA","discrim_lessrespectCI2_USA","discrim_lessrespectchi_value_cross_national","discrim_lessrespectpvalue_cross_national"
"L.R..Chisq.22","financial discrimination, female","discrim_notclever",1.01441225890862,0.887146740792903,1.15993463505753,1.46868288646764,0.968672986000498,2.2267880411417,0.0108425828151155,0.917067990217578
"L.R..Chisq.32","financial discrimination, female","discrim_poor_service",0.823172336325836,0.722723207239374,0.937582588333438,1.53389768483706,1.02842554961291,2.28780985500999,1.99300179787197,0.158027368598012
"L.R..Chisq.42","financial discrimination, female","discrim_harrased",0.544611955738704,0.493024466508885,0.601597288738592,2.58518770240696,1.90579461650812,3.50677633297203,19.4388992420484,1.03869784667809e-05
"L.R..Chisq3","financial discrimination, male","discrim_lessrespect",1.59844546521545,1.41926583394163,1.80024618655966,1.38750063489998,0.963500345676355,1.99808751547094,12.4232121464715,0.000424030279699728
"L.R..Chisq.13","financial discrimination, male","discrim_medical",0.573570385477355,0.522482912447633,0.629653103018205,1.43150341198972,1.07589750888736,1.90464426361335,17.2595478380341,3.26054940543719e-05
"L.R..Chisq.23","financial discrimination, male","discrim_notclever",1.04496570899155,0.917338632244598,1.19034922828482,1.22818868914333,0.824338364573975,1.82988869736663,0.107876856158143,0.742574373779839
"L.R..Chisq.33","financial discrimination, male","discrim_poor_service",0.972529696878946,0.854507892780772,1.10685228223411,1.26187772273547,0.849372969585092,1.87471869738671,0.0431993639001718,0.835350333212329
"L.R..Chisq.43","financial discrimination, male","discrim_harrased",0.634630265361744,0.567327219208541,0.709917592663698,2.61422508122489,1.85645229850017,3.68130804159449,11.4370946547634,0.000719922705776588
"L.R..Chisq4","sex discrimination, female","discrim_lessrespect",1.86205082123232,1.77286654370036,1.95572152521696,1.15860587402629,0.976303537950983,1.37494899808059,93.2002054658391,0
"L.R..Chisq.14","sex discrimination, female","discrim_medical",0.574164274190832,0.54492491794257,0.604972543743778,2.06463109110032,1.7209396198444,2.47696170928033,74.1460641194801,0
"L.R..Chisq.24","sex discrimination, female","discrim_notclever",1.37316711297402,1.29745182840261,1.45330090788413,1.20627594239836,0.989873311206928,1.46998775776152,24.2021778183526,8.67341479637851e-07
"L.R..Chisq.34","sex discrimination, female","discrim_poor_service",1.03441887343107,0.972550707549148,1.100222741503,1.41863776738421,1.14303097800728,1.76069866326584,0.274996957272208,0.599999297492898
"L.R..Chisq.44","sex discrimination, female","discrim_harrased",0.622353074785479,0.588727860358041,0.65789879463051,1.64628923648895,1.35643595714742,1.99808051084033,54.2207654114198,1.791899961745e-13
"L.R..Chisq5","sex discrimination, male","discrim_lessrespect",1.92795035317209,1.74811850820906,2.12628179773944,1.40182638777518,1.02373914980932,1.91954876574646,24.8179274521505,6.30087235165e-07
"L.R..Chisq.15","sex discrimination, male","discrim_medical",0.647373888191781,0.576231165929761,0.727300041878733,1.63215819151194,1.12173848880598,2.37483191376906,10.7505563453716,0.0010424797530425
"L.R..Chisq.25","sex discrimination, male","discrim_notclever",1.33880421354305,1.18311493353649,1.51498106514717,1.61891175529715,1.08939081168962,2.40581730937714,4.87377178943473,0.0272678391847642
"L.R..Chisq.35","sex discrimination, male","discrim_poor_service",1.13149814652952,0.994266401721813,1.28767104408096,1.85290769299362,1.22452130756736,2.80376249685314,0.859481863306421,0.35388372906118
"L.R..Chisq.45","sex discrimination, male","discrim_harrased",0.790651455382622,0.698654357622202,0.89476250606412,2.92572646936827,1.96858614116214,4.34823510873082,3.1514340201786,0.0758602683104517
"L.R..Chisq6","race discrimination","discrim_lessrespect",1.74896349177963,1.44371204424298,2.11875581960801,1.81700660612812,1.00197497936683,3.29500543895775,6.12089394183966,0.0133593225203853
"L.R..Chisq.16","race discrimination","discrim_medical",0.629313352290936,0.514163690568551,0.770251386156282,1.20004652542047,0.640975392283068,2.24675031290087,4.20100571873148,0.0404000126300804
"L.R..Chisq.26","race discrimination","discrim_notclever",1.34760648163273,1.09064561438214,1.66510845080264,1.20029967332235,0.6216739378685,2.31748384163805,1.73874880331746,0.18729743974259
"L.R..Chisq.36","race discrimination","discrim_poor_service",1.14313074560852,0.922443686974675,1.41661536634418,1.61412110593384,0.833888795995601,3.12438176065244,0.344553820786714,0.557212390428472
"L.R..Chisq.46","race discrimination","discrim_harrased",0.613135748503059,0.504704939868725,0.744861831925376,2.50138227562903,1.36267577555841,4.59163757150307,4.75835151477258,0.0291564598515425
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L.R..Chisq7","weight discrimination,  BMI>29.9","discrim_lessrespect",1.88208099576362,1.73824748547516,2.03781619373165,1.10506672184461,0.805512173732254,1.51601986853931,36.7505844887277,1.34250366379263e-09
"L.R..Chisq.17","weight discrimination,  BMI>29.9","discrim_medical",0.563806307002095,0.518725399088681,0.61280506482581,1.56303208598132,1.12302945564788,2.17542762526897,30.365939197416,3.57755136626281e-08
"L.R..Chisq.27","weight discrimination,  BMI>29.9","discrim_notclever",1.21277851659522,1.09779129689476,1.33980997524333,0.993959801354605,0.668421090920704,1.47804445450402,3.38842649939509,0.0656555772527792
"L.R..Chisq.37","weight discrimination,  BMI>29.9","discrim_poor_service",0.903843129129818,0.816309190863198,1.00076344995127,1.07103063592136,0.716660760384896,1.60062708395817,0.93161976664733,0.33444238314716
"L.R..Chisq.47","weight discrimination,  BMI>29.9","discrim_harrased",0.576985335601297,0.52925686840352,0.62901796343835,2.01913588021553,1.43465849899099,2.84172833161414,27.4769917144001,1.5897455984959e-07
"L.R..Chisq8","weight discrimination,  BMI>25.0, <=29.9 ","discrim_lessrespect",1.4673745838781,1.00435394559918,2.14385394595814,1.68206779479223,0.561103338087942,5.04247947609562,0.805495601953755,0.369455337394365
"L.R..Chisq.18","weight discrimination,  BMI>25.0, <=29.9 ","discrim_medical",0.628856003151697,0.432862104081502,0.913593195087061,1.88214018298482,0.638194952398801,5.55073595472831,1.17855593202435,0.27765017525461
"L.R..Chisq.28","weight discrimination,  BMI>25.0, <=29.9 ","discrim_notclever",1.13469023155583,0.741068972566612,1.73738473644232,2.92391816254775,0.851517772747183,10.0400692679551,0.0874594219065932,0.76743216680025
"L.R..Chisq.38","weight discrimination,  BMI>25.0, <=29.9 ","discrim_poor_service",0.900247568330233,0.586409977907083,1.38204620456324,0.873470878384785,0.25823202194751,2.95451884561927,0.0580837020577176,0.809550771720067
"L.R..Chisq.48","weight discrimination,  BMI>25.0, <=29.9 ","discrim_harrased",0.787801255949072,0.529972592941189,1.17106210234499,3.90388711770743,1.23866000027942,12.3038885766587,0.311602277702766,0.576698624121538
"L.R..Chisq9","weight discrimination,  BMI>25.0 ","discrim_lessrespect",1.85343602027967,1.71515485915922,2.00286584206984,1.14512820241003,0.845253881022088,1.55139021469998,37.7900745846087,7.87815812586246e-10
"L.R..Chisq.19","weight discrimination,  BMI>25.0 ","discrim_medical",0.568450866629832,0.524292307820886,0.616328683354632,1.59709636918125,1.16443101866865,2.19052633565899,31.8482328819249,1.66701265014169e-08
"L.R..Chisq.29","weight discrimination,  BMI>25.0 ","discrim_notclever",1.20146302092723,1.09081757659378,1.32333161990582,1.08851323772106,0.745352051604846,1.58966634108381,3.31493844452228,0.0686528917701397
"L.R..Chisq.39","weight discrimination,  BMI>25.0 ","discrim_poor_service",0.905456837252488,0.820905657913099,0.998716571416382,1.05523246659899,0.721191177758309,1.54399498067316,0.969304855128428,0.324853607215082
"L.R..Chisq.49","weight discrimination,  BMI>25.0 ","discrim_harrased",0.587296037299531,0.539976847979663,0.638761896400268,2.16119022322752,1.5576296930888,2.99862233090335,27.8274937386313,1.32627922977413e-07
